Time,ATCC,ADK,ARK,BAY,BCC,BTS,BTC,BCH,BTCD,BDL,BLK,BLOCK,BURST,GBYTE,BCN,CLAM,CLOAK,CMP,XCP,CRW,DCT,DASH,DCR,DMD,DGB,XDN,DOGE,ECN,EMC2,XEL,EMC,ENRG,ETH,ETC,EXP,FCT,FAIR,FRST,GXS,GAM,GAME,GOLOS,GRC,GRS,NLG,HSR,IOC,ION,MIOTA,KMD,LBC,LEO,LSK,LTC,LKK,ETP,MONA,XMR,MUE,MOON,NAV,XEM,NEO,NMC,NEBL,NXS,NLC2,NXT,OK,OMNI,PIVX,PART,PPC,POT,RADS,RDD,XRP,RISE,RBY,SIB,SLS,SHIFT,SC,SKY,SPR,SPRTS,STEEM,XLM,STRAT,SYS,TCC,UBQ,UNO,XVG,VTC,VIA,WAVES,XZC,ZEC,ZEN
2013-11-30,0,0,0,0,0,0,0,0,0,0,13614700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866912000,0,0,0,0,0,0,0,0,0,75443500,0,0,0,0,0,0,0,159990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241572000,0,0,0,0
2013-12-01,0,0,0,0,0,0,0,0,0,0,13614300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953397000,0,0,0,0,0,0,0,0,0,75599900,0,0,0,0,0,0,0,163086000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306152000,0,0,0,0
2013-12-02,0,0,0,0,0,0,0,0,0,0,11478300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811082000,0,0,0,0,0,0,0,0,0,62591300,0,0,0,0,0,0,0,132597000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409530000,0,0,0,0
2013-12-03,0,0,0,0,0,0,0,0,0,0,12628300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785826000,0,0,0,0,0,0,0,0,0,62528900,0,0,0,0,0,0,0,131914000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433226000,0,0,0,0
2013-12-04,0,0,0,0,0,0,0,0,0,0,13010000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927859000,0,0,0,0,0,0,0,0,0,64802800,0,15091900,0,0,0,0,0,133173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379569000,0,0,0,0
2013-12-05,0,0,0,0,0,0,0,0,0,0,13922300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052120000,0,0,0,0,0,0,0,0,0,79477000,0,13602200,0,0,0,0,0,135987000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459470000,0,0,0,0
2013-12-06,0,0,0,0,0,0,0,0,0,0,12593900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886330000,0,0,0,0,0,0,0,0,0,65479000,0,11580800,0,0,0,0,0,121251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430054000,0,0,0,0
2013-12-07,0,0,0,0,0,0,0,0,0,0,10096600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704611000,0,0,0,0,0,0,0,0,0,50414300,0,8353200,0,0,0,0,0,87933100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329974000,0,0,0,0
2013-12-08,0,0,0,0,0,0,0,0,0,0,8431860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549989000,0,0,0,0,0,0,0,0,0,39017100,0,5655180,0,0,0,0,0,69921200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256084000,0,0,0,0
2013-12-09,0,0,0,0,0,0,0,0,0,0,9602480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646640000,0,0,0,0,0,0,0,0,0,46356400,0,3969000,0,0,0,0,0,85418500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284264000,0,0,0,0
2013-12-10,0,0,0,0,0,0,0,0,0,0,10798200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749614000,0,0,0,0,0,0,0,0,0,54169800,0,3640670,0,0,0,0,0,108712000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304037000,0,0,0,0
2013-12-11,0,0,0,0,0,0,0,0,0,0,11973700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864654000,0,0,0,0,0,0,0,0,0,57843400,0,3066120,0,0,0,0,0,112036000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342565000,0,0,0,0
2013-12-12,0,0,0,0,0,0,0,0,0,0,10690600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745197000,0,0,0,0,0,0,0,0,0,50188700,0,7610830,0,0,0,0,0,98168600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298030000,0,0,0,0
2013-12-13,0,0,0,0,0,0,0,0,0,0,10599700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756153000,0,0,0,0,0,0,0,0,0,48382800,0,3237430,0,0,0,0,0,94213500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270879000,0,0,0,0
2013-12-14,0,0,0,0,0,0,0,0,0,0,10904900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752325000,0,0,0,0,0,0,0,0,0,46804900,0,3806370,0,0,0,0,0,93906400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276998000,0,0,0,0
2013-12-15,0,0,0,0,0,0,0,0,0,0,10611600000,0,0,0,0,0,0,0,0,0,0,0,0,3488670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729656000,0,0,0,0,0,0,0,0,0,44407300,0,4542750,0,0,0,0,0,89711600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250477000,0,0,0,0
2013-12-16,0,0,0,0,0,0,0,0,0,0,10676600000,0,0,0,0,0,0,0,0,0,0,0,0,1970320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752925000,0,0,0,0,0,0,0,0,0,43790700,0,6646490,0,0,0,0,0,92089700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228375000,0,0,0,0
2013-12-17,0,0,0,0,0,0,0,0,0,0,8570390000,0,0,0,0,0,0,0,0,0,0,0,0,1526120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586726000,0,0,0,0,0,0,0,0,0,33965500,0,6357330,0,0,0,0,0,69764500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167292000,0,0,0,0
2013-12-18,0,0,0,0,0,0,0,0,0,0,8232040000,0,0,0,0,0,0,0,0,0,0,0,0,2160040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525407000,0,0,0,0,0,0,0,0,0,30922500,0,6680270,0,0,0,0,0,66287900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140495000,0,0,0,0
2013-12-19,0,0,0,0,0,0,0,0,0,0,6302970000,0,0,0,0,0,0,0,0,0,0,0,0,3487800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323026000,0,0,0,0,0,0,0,0,0,22291700,0,6228720,0,0,0,0,0,46723800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123390000,0,0,0,0
2013-12-20,0,0,0,0,0,0,0,0,0,0,8433870000,0,0,0,0,0,0,0,0,0,0,0,0,10967000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478564000,0,0,0,0,0,0,0,0,0,37545600,0,8733980,0,0,0,0,0,77035400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165276000,0,0,0,0
2013-12-21,0,0,0,0,0,0,0,0,0,0,7533740000,0,0,0,0,0,0,0,0,0,0,0,106829,7251820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417609000,0,0,0,0,0,0,0,0,0,31412100,0,10359100,0,0,0,0,0,66982600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537306,0,0,0,0,0,0,0,0,0,164010000,0,0,0,0
2013-12-22,0,0,0,0,0,0,0,0,0,0,7315940000,0,0,0,0,0,0,0,0,0,0,0,414431,4333660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401059000,0,0,0,0,0,0,0,0,0,30079100,0,18058200,0,0,0,0,0,63024700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680483,0,0,0,0,0,0,0,0,0,168637000,0,0,0,0
2013-12-23,0,0,0,0,0,0,0,0,0,0,7455670000,0,0,0,0,0,0,0,0,0,0,0,255637,3682510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404707000,0,0,0,0,0,0,0,0,0,30128100,0,31172700,0,0,0,0,0,63713200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028460,0,0,0,0,0,0,0,0,0,168640000,0,0,0,0
2013-12-24,0,0,0,0,0,0,0,0,0,0,8179730000,0,0,0,0,0,0,0,0,0,0,0,240646,5636240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431173000,0,0,0,0,0,0,0,0,0,31815600,0,30487700,0,0,0,0,0,70456300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516830,0,0,0,0,0,0,0,0,0,185269000,0,0,0,0
2013-12-25,0,0,0,0,0,0,0,0,0,0,8108930000,0,0,0,0,0,0,0,0,0,0,0,248841,9086260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427762000,0,0,0,0,0,0,0,0,0,31363900,0,38411300,0,0,0,0,0,69697900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342730,0,0,0,0,0,0,0,0,0,176680000,0,0,0,0
2013-12-26,0,0,0,0,0,0,0,0,0,0,8326270000,0,0,0,0,0,0,0,0,0,0,0,306814,8217120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525226000,0,0,0,0,0,0,0,0,0,34720700,0,64000300,0,0,0,0,0,72271100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831470,0,0,0,0,0,0,0,0,0,172756000,0,0,0,0
2013-12-27,0,0,0,0,0,0,0,0,0,0,9295570000,0,0,0,0,0,0,0,0,0,0,0,400567,8854330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602608000,0,0,0,0,0,0,0,0,0,40531900,0,80606700,0,0,0,0,0,83392400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033380,0,0,0,0,0,0,0,0,0,190964000,0,0,0,0
2013-12-28,0,0,0,0,0,0,0,0,0,0,8990850000,0,0,0,0,0,0,0,0,0,0,0,395419,8051360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564204000,0,0,0,0,0,0,0,0,0,36930100,0,65396400,0,0,0,0,0,80173900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817998,0,0,0,0,0,0,0,0,0,215413000,0,0,0,0
2013-12-29,0,0,0,0,0,0,0,0,0,0,8872600000,0,0,0,0,0,0,0,0,0,0,0,444229,7377480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549577000,0,0,0,0,0,0,0,0,0,36578500,0,59469200,0,0,0,0,0,88588300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750157,0,0,0,0,0,0,0,0,0,213518000,0,0,0,0
2013-12-30,0,0,0,0,0,0,0,0,0,0,9037000000,0,0,0,0,0,0,0,0,0,0,0,342699,7598510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582721000,0,0,0,0,0,0,0,0,0,38019100,0,56207600,0,66331200,0,0,0,89911600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713935,0,0,0,0,0,0,0,0,0,211515000,0,0,0,0
2013-12-31,0,0,0,0,0,0,0,0,0,0,9268240000,0,0,0,0,0,0,0,0,0,0,0,371726,7311460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598381000,0,0,0,0,0,0,0,0,0,39205800,0,51733600,0,66455100,0,0,0,96054400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561697,0,0,0,0,0,0,0,0,0,216359000,0,0,0,0
2014-01-01,0,0,0,0,0,0,0,0,0,0,9203030000,0,0,0,0,0,0,0,0,0,0,0,432524,7701190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595241000,0,0,0,0,0,0,0,0,0,39092000,0,51861800,0,82618500,0,0,0,96664900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816254,0,0,0,0,0,0,0,0,0,213937000,0,0,0,0
2014-01-02,0,0,0,0,0,0,0,0,0,0,9428180000,0,0,0,0,0,0,0,0,0,0,0,429580,8504140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604650000,0,0,0,0,0,0,0,0,0,43237500,0,70807600,0,115854000,0,0,0,120488000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749833,0,0,0,0,0,0,0,0,0,211195000,0,0,0,0
2014-01-03,0,0,0,0,0,0,0,0,0,0,9786680000,0,0,0,0,0,0,0,0,0,0,0,355639,6940830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628948000,0,0,0,0,0,0,0,0,0,59058200,0,74847200,0,112983000,0,0,0,158494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677126,0,0,0,0,0,0,0,0,0,225065000,0,0,0,0
2014-01-04,0,0,0,0,0,0,0,0,0,0,10035600000,0,0,0,0,0,0,0,0,0,0,0,337878,6198170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608748000,0,0,0,0,0,0,0,0,0,57726200,0,60679000,0,105407000,0,0,0,147531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687624,0,0,0,0,0,0,0,0,0,217189000,0,0,0,0
